tiempo;Costo;PrecioOfertaProm;NroTipoOfertas;Marca;CantOfertas;MaxDescuento%;minDescuento%;FactordeDescuentos;FlagCampana;TieneUbicacionEspecifica;UnidadesDemandas
25/04/2007;7.87;125;1;A;1;0.702247191;0;0;0;0;62
26/04/2007;27.1;39.9;1;A;1;0.7;0;0;0;0;737
27/04/2007;74.44;39.95;1;C;1;0.487195122;0;0;0;0;5542
28/04/2007;41.70;74.45;2;B;1;0.602564103;0.351923077;0.212056213;0;0;1739
29/04/2007;44.36;32.9;1;B;1;0.5875;0;0;0;0;1968
30/04/2007;26.25;39.9;1;A;1;0.49875;0;0;0;0;689
01/05/2007;6.0;109.9;1;A;1;0.723026316;0;0;0;0;36
02/05/2007;19.57;52.9;1;A;1;0.645121951;0;0;0;0;383
03/05/2007;58.54;18;2;B;1;0.636111111;0.359722222;0.228823302;0;0;3427
04/05/2007;16.31;29.9;1;A;1;0.636170213;0;0;0;0;266
05/05/2007;101.35;17.4;2;D;1;0.663636364;0.390909091;0.259421488;0;0;10272
06/05/2007;18.84;46.9;1;A;1;0.651388889;0;0;0;0;355
07/05/2007;19.52;19.9;1;A;1;0.663333333;0;0;0;0;381
08/05/2007;7.55;124;1;A;1;0.696629213;0;0;0;0;57
09/05/2007;97.07;79;2;C;1;0.666;0.391;0.260406;0;0;9423
10/05/2007;40.99;32.9;1;B;1;0.557627119;0;0;0;0;1680
11/05/2007;71.55;16.9;1;C;1;0.582758621;0;0;0;0;5119
12/05/2007;9.64;136;1;A;1;0.701030928;0;0;0;0;93
13/05/2007;75.33;18.4;2;C;1;0.636111111;0.386111111;0.245609568;0;0;5674
14/05/2007;160.93;26.9;1;A;1;0.463793103;0;0;0;0;25897
15/05/2007;110.40;13.9;1;D;1;0.496428571;0;0;0;0;12188
16/05/2007;43.86;69;1;B;1;0.492857143;0;0;0;0;1924
17/05/2007;109.7;27;2;D;1;0.577192982;0.355730982;0.205325427;0;0;12035
18/05/2007;30.25;86.95;2;A;1;0.686746988;0.360843373;0.2478081;0;0;915
19/05/2007;44.17;17;2;B;2;0.651724138;0;0;0;0;1951
20/05/2007;20.22;51;1;A;1;0.5;0;0;0;0;409
21/05/2007;17.75;49.9;1;A;1;0.665333333;0;0;0;0;315
22/05/2007;33.48;49.9;1;B;1;0.665333333;0;0;0;0;1121
23/05/2007;33.87;79;1;B;1;0.564285714;0;0;0;0;1147
24/05/2007;26.10;39.9;1;A;1;0.665;0;0;0;0;681
25/05/2007;234.20;24;2;D;1;0.65;0.38326087;0.249119565;0;0;54849
26/05/2007;19.16;25.9;1;A;1;0.563043478;0;0;0;0;367
27/05/2007;85.52;42.9;2;C;1;0.645121951;0.401219512;0.258835515;0;0;7313
28/05/2007;7.14;102;1;A;1;0.671052632;0;0;0;0;51
29/05/2007;24.62;84;1;A;1;0.482758621;0;0;0;0;606
30/05/2007;57.46;15.9;1;B;1;0.588888889;0;0;0;0;3302
31/05/2007;31.50;45.9;1;A;1;0.655714286;0;0;0;0;992
01/06/2007;47.11;25.9;1;B;1;0.498076923;0;0;0;0;2219
02/06/2007;45.02;81.95;2;B;1;0.626506024;0.360843373;0.226070547;0;1;2027
03/06/2007;16.06;69.9;1;A;1;0.735789474;0;0;0;0;258
04/06/2007;22.32;39.9;1;A;1;0.676271186;0;0;0;0;498
05/06/2007;42.33;19.9;1;B;1;0.432608696;0;0;0;0;1792
06/06/2007;33.9;54.9;2;B;1;0.624107143;0.35625;0.22233817;0;0;1151
07/06/2007;35.09;36.9;1;B;1;0.647368421;0;0;0;0;1231
08/06/2007;13.0;109.9;1;A;1;0.631609195;0;0;0;0;170
09/06/2007;35.07;87;1;B;1;0.5;0;0;0;0;1230
10/06/2007;13.89;29.9;1;A;1;0.636170213;0;0;0;0;193
11/06/2007;14.90;99.9;1;A;1;0.644516129;0;0;0;0;222
12/06/2007;20.86;35.9;1;A;1;0.641071429;0;0;0;0;435
13/06/2007;32.37;36.9;1;B;1;0.647368421;0;0;0;0;1048
14/06/2007;35.11;99.45;2;B;2;0.697297297;0.377837838;0.263465303;0;0;1233
15/06/2007;42.23;19.9;1;B;1;0.568571429;0;0;0;0;1783
16/06/2007;25.53;39.9;1;A;1;0.554166667;0;0;0;0;652
17/06/2007;19.29;89.9;1;A;1;0.615753425;0;0;0;0;372
18/06/2007;35.72;44.9;1;B;1;0.56125;0;0;0;0;1276
19/06/2007;146.84;26.9;1;A;1;0.480357143;0;0;0;0;21563
20/06/2007;135.82;16.9;1;D;1;0.482857143;0;0;0;0;18448
21/06/2007;132.97;41.9;1;D;1;0.481609195;0;0;0;0;17682
22/06/2007;55.73;19.9;1;B;1;0.585294118;0;0;0;0;3106
23/06/2007;72.38;36.4;2;C;1;0.6375;0.373611111;0.238177083;0;0;5239
24/06/2007;12.45;99;1;A;1;0.66;0;0;0;0;155
25/06/2007;97.23;29.95;1;C;1;0.499166667;0;0;0;0;9454
26/06/2007;35.75;41.9;1;B;1;0.598571429;0;0;0;0;1278
27/06/2007;14.32;99;1;A;1;0.651315789;0;0;0;0;205
28/06/2007;22.78;79.9;1;A;1;0.694782609;0;0;0;0;519
29/06/2007;24.2;48.9;1;A;1;0.61125;0;0;0;0;587
30/06/2007;12.37;54.9;1;A;1;0.538235294;0;0;0;0;153
01/07/2007;43.79;76.95;2;B;1;0.707142857;0.392142857;0.27730102;0;0;1918
02/07/2007;49.56;41.9;1;B;1;0.558666667;0;0;0;0;2456
03/07/2007;113.00;17.4;2;D;1;0.663636364;0.390909091;0.259421488;0;0;12770
04/07/2007;61.84;19.9;1;B;1;0.4975;0;0;0;0;3824
05/07/2007;68.69;29.9;1;B;1;0.46;0;0;0;0;4719
06/07/2007;31.19;22.9;1;A;1;0.497826087;0;0;0;0;973
07/07/2007;6.71;104;1;A;2;0.684210526;0;0;0;0;45
08/07/2007;47.21;21.9;1;B;1;0.476086957;0;0;0;0;2229
09/07/2007;36.99;43.9;1;B;1;0.535365854;0;0;0;0;1368
10/07/2007;82.76;14.9;1;C;1;0.551851852;0;0;0;0;6849
11/07/2007;38.74;82;1;B;1;0.539473684;0;0;0;0;1501
12/07/2007;42.87;34.9;1;B;1;0.612280702;0;0;0;0;1838
13/07/2007;38.9;44.9;1;B;1;0.641428571;0;0;0;0;1511
14/07/2007;73.93;14.9;1;C;1;0.513793103;0;0;0;0;5466
15/07/2007;71.96;29.9;1;C;1;0.498333333;0;0;0;0;5178
16/07/2007;39.53;32.9;1;B;1;0.5875;0;0;0;0;1563
17/07/2007;20.54;79.9;1;A;1;0.551034483;0;0;0;0;422
18/07/2007;6.78;119;1;A;1;0.7;0;0;0;0;46
19/07/2007;54.25;22.9;1;B;1;0.636111111;0;0;0;0;2943
20/07/2007;14.66;47.9;1;A;1;0.656164384;0;0;0;0;215
21/07/2007;108.36;30.4;2;D;1;0.653448276;0.394827586;0.257999405;0;0;11741
22/07/2007;91.02;16.4;2;C;1;0.568571429;0.368571429;0.209559184;0;0;8285
23/07/2007;30.98;37.9;1;A;1;0.653448276;0;0;0;0;960
24/07/2007;45.65;34.9;1;B;1;0.612280702;0;0;0;0;2084
25/07/2007;12.00;79;1;A;1;0.686956522;0;0;0;0;144
26/07/2007;69.14;32.9;1;B;1;0.450684932;0;0;0;0;4780
27/07/2007;12.17;76;1;A;1;0.678571429;0;0;0;0;148
28/07/2007;81.27;39.9;1;C;1;0.49875;0;0;0;0;6605
29/07/2007;129.39;41.9;1;D;1;0.481609195;0;0;0;0;16742
30/07/2007;40.73;39.9;1;B;1;0.49875;0;0;0;0;1659
31/07/2007;11.5;26.9;1;A;1;0.597777778;0;0;0;0;132
01/08/2007;51.04;82.9;1;B;1;0.552666667;0;0;0;0;2605
02/08/2007;17.4;28.9;1;A;1;0.642222222;0;0;0;0;304
03/08/2007;38.73;39.9;1;B;1;0.546575342;0;0;0;0;1500
04/08/2007;40.61;19.9;1;B;1;0.663333333;0;0;0;0;1649
05/08/2007;91.0;13.9;1;C;1;0.514814815;0;0;0;0;8272
06/08/2007;24.06;75.9;1;A;1;0.798947368;0;0;0;0;579
07/08/2007;16.03;54.9;1;A;1;0.68625;0;0;0;0;257
08/08/2007;29.05;79.9;1;A;1;0.654918033;0;0;0;0;844
09/08/2007;25.65;25.9;1;A;1;0.563043478;0;0;0;0;658
10/08/2007;151.71;29.9;2;A;1;0.636206897;0.394827586;0.251192033;0;0;23017
11/08/2007;33.05;100.95;2;B;1;0.752747253;0.356593407;0.268424707;0;0;1092
12/08/2007;80.99;16.4;2;C;1;0.585294118;0.379411765;0.222067474;0;0;6560
13/08/2007;16.91;94.9;1;A;1;0.65;0;0;0;0;286
14/08/2007;73.21;79.9;2;C;1;0.644516129;0.386451613;0.249074298;0;0;5360
15/08/2007;94.23;16.9;1;C;1;0.497058824;0;0;0;0;8879
16/08/2007;27.55;96.95;2;A;1;0.697297297;0.350810811;0.24461943;0;0;759
17/08/2007;89.92;31.9;1;C;1;0.455714286;0;0;0;0;8085
18/08/2007;16.12;29.9;1;A;1;0.636170213;0;0;0;0;260
19/08/2007;39.60;55.45;2;B;1;0.696078431;0.391176471;0.272289504;0;0;1568
20/08/2007;10.7;129.9;1;A;1;0.742285714;0;0;0;0;114
21/08/2007;71.09;29.9;1;C;1;0.46;0;0;0;0;5054
22/08/2007;89.54;30;2;C;2;0.548333333;0;0;0;0;8017
23/08/2007;21.73;46.9;1;A;1;0.651388889;0;0;0;0;472
24/08/2007;6.63;71;1;A;1;0.696078431;0;0;0;0;44
25/08/2007;19.1;89.9;1;A;1;0.615753425;0;0;0;0;366
26/08/2007;10.15;99;1;A;2;0.707142857;0;0;0;0;103
27/08/2007;56.89;80.9;2;B;1;0.644516129;0.399354839;0.257390635;0;0;3236
28/08/2007;6.71;124;1;A;2;0.696629213;0;0;0;0;45
29/08/2007;26.78;34.9;1;A;1;0.646296296;0;0;0;0;717
30/08/2007;104.15;14.9;1;D;1;0.513793103;0;0;0;0;10848
31/08/2007;86.97;28.9;1;C;1;0.498275862;0;0;0;0;7564
01/09/2007;49.22;21.9;1;B;1;0.476086957;0;0;0;0;2423
02/09/2007;14.87;45.9;1;A;1;0.546428571;0;0;0;0;221
03/09/2007;34.0;32.9;1;B;1;0.567241379;0;0;0;0;1159
04/09/2007;74.13;51.9;1;C;1;0.451304348;0;0;0;0;5495
05/09/2007;6.63;84;1;A;1;0.736842105;0;0;0;0;44
06/09/2007;154.01;37.9;1;A;1;0.445882353;0;0;0;0;23718
07/09/2007;41.06;91.95;2;B;1;0.683908046;0.372988506;0.25508984;0;0;1686
08/09/2007;9.49;104;1;A;1;0.626506024;0;0;0;0;90
09/09/2007;68.02;74.9;1;B;1;0.499333333;0;0;0;0;4627
10/09/2007;16.67;94.9;1;A;1;0.512972973;0;0;0;0;278
11/09/2007;17.38;42.9;1;A;1;0.587671233;0;0;0;0;302
12/09/2007;19.72;37.9;1;A;1;0.642372881;0;0;0;0;389
13/09/2007;15.00;99.9;1;A;1;0.644516129;0;0;0;0;225
14/09/2007;71.21;25.9;1;C;1;0.588636364;0;0;0;0;5071
15/09/2007;71.54;29.9;1;C;1;0.482258065;0;0;0;0;5118
16/09/2007;100.20;24.9;1;D;1;0.461111111;0;0;0;0;10041
17/09/2007;7.14;114;1;A;1;0.686746988;0;0;0;0;51
18/09/2007;55.2;78.4;2;B;1;0.640384615;0.36474359;0.233576183;0;0;3043
19/09/2007;184.88;31.4;2;B;1;0.648333333;0.398333333;0.258252778;0;0;34182
20/09/2007;38.48;39.9;1;B;1;0.546575342;0;0;0;0;1481
21/09/2007;5.74;114;1;A;1;0.686746988;0;0;0;0;33
22/09/2007;19.4;42.9;1;A;1;0.604225352;0;0;0;0;376
23/09/2007;37.44;29.9;1;B;1;0.636170213;0;0;0;0;1402
24/09/2007;55.06;42.9;1;B;1;0.572;0;0;0;0;3032
25/09/2007;86.2;13.9;1;C;1;0.514814815;0;0;0;0;7433
26/09/2007;42.13;38.9;1;B;1;0.555714286;0;0;0;0;1775
27/09/2007;110.25;29.9;2;D;1;0.636206897;0.394827586;0.251192033;0;0;12154
28/09/2007;153.36;34;3;A;2;0.66;0.352307692;0.232523077;0;0;23519
29/09/2007;72.3;15.9;1;C;1;0.567857143;0;0;0;0;5229
30/09/2007;40.61;74;1;B;2;0.528571429;0;0;0;0;1649
01/10/2007;5.20;110;1;A;1;0.696202532;0;0;0;0;27
02/10/2007;23.98;39.9;1;A;1;0.546575342;0;0;0;0;575
03/10/2007;52.03;18.9;1;B;1;0.7;0;0;0;0;2707
04/10/2007;95.06;35.9;1;C;1;0.498611111;0;0;0;0;9036
05/10/2007;35.61;89.45;2;B;1;0.640449438;0.364606742;0.233512183;0;0;1268
06/10/2007;48.56;36.95;1;B;1;0.492666667;0;0;0;0;2358
07/10/2007;45.34;44;1;B;1;0.582333333;0;0;0;0;2056
08/10/2007;14.56;53.9;1;A;1;0.641666667;0;0;0;0;212
09/10/2007;30.46;84;1;A;2;0.482758621;0;0;0;0;928
10/10/2007;21.07;29.9;1;A;1;0.636170213;0;0;0;0;444
11/10/2007;23.56;69.9;1;A;1;0.735789474;0;0;0;0;555
12/10/2007;14.70;53.9;1;A;1;0.64939759;0;0;0;0;216
13/10/2007;35.3;44.9;1;B;1;0.641428571;0;0;0;0;1249
14/10/2007;59.6;19.9;1;B;1;0.432608696;0;0;0;0;3556
15/10/2007;8.89;114;1;A;2;0.75;0;0;0;0;79
16/10/2007;19.49;29.9;1;A;1;0.636170213;0;0;0;0;380
17/10/2007;70.2;31.9;1;B;1;0.4984375;0;0;0;0;4924
18/10/2007;59.42;32.9;1;B;1;0.577192982;0;0;0;0;3531
19/10/2007;74.47;35.4;2;C;1;0.55;0.357692308;0.196730769;0;0;5546
20/10/2007;59.20;78.15;2;B;1;0.707142857;0.409285714;0.289423469;0;0;3505
21/10/2007;22.76;32.9;1;A;1;0.557627119;0;0;0;0;518
22/10/2007;41.6;84.9;1;B;1;0.487931034;0;0;0;0;1733
23/10/2007;38.67;19.9;1;B;1;0.686206897;0;0;0;0;1495
24/10/2007;11.8;119.9;1;A;1;0.693063584;0;0;0;0;140
25/10/2007;69.97;35.4;2;B;1;0.558666667;0.385333333;0.215272889;0;0;4896
26/10/2007;31.81;49.9;1;B;1;0.665333333;0;0;0;0;1012
27/10/2007;136.26;29.9;2;D;1;0.647368421;0.401754386;0.260083102;0;0;18568
28/10/2007;70.72;77;2;C;1;0.707142857;0.387928571;0.274320918;0;0;5002
29/10/2007;146.34;34.9;1;A;1;0.465333333;0;0;0;0;21416
30/10/2007;21.00;67;2;A;2;0.675438596;0;0;0;0;441
31/10/2007;69.30;16.9;1;B;1;0.603571429;0;0;0;0;4802
01/11/2007;54.30;34.9;1;B;1;0.498571429;0;0;0;0;2949
02/11/2007;104.91;39;2;D;2;0.655714286;0;0;0;0;11006
03/11/2007;15.36;73.9;1;A;1;0.642608696;0;0;0;0;236
04/11/2007;79.42;65.9;2;C;1;0.547260274;0.355479452;0.194539782;0;0;6307
05/11/2007;44.86;96.95;2;B;1;0.696629213;0.392696629;0.273563944;0;0;2012
06/11/2007;69.4;37.9;1;B;1;0.642372881;0;0;0;0;4812
07/11/2007;112.03;16.9;1;D;1;0.469444444;0;0;0;0;12551
08/11/2007;19.29;99.9;1;A;1;0.666;0;0;0;0;372
09/11/2007;25.55;18.9;1;A;1;0.651724138;0;0;0;0;653
10/11/2007;92.02;27.9;1;C;1;0.489473684;0;0;0;0;8467
11/11/2007;49.52;39.9;2;B;1;0.62375;0.37375;0.233126563;0;0;2452
12/11/2007;117.60;28.4;2;D;1;0.612280702;0.384210526;0.235244691;0;0;13830
13/11/2007;71.96;32.9;1;C;1;0.450684932;0;0;0;0;5178
14/11/2007;10.30;77;1;A;1;0.675438596;0;0;0;0;106
15/11/2007;42.02;44.9;1;B;1;0.660294118;0;0;0;0;1766
16/11/2007;54.85;34.9;1;B;1;0.612280702;0;0;0;0;3009
17/11/2007;53.92;28.4;2;B;1;0.646296296;0.405555556;0.262109053;0;0;2907
18/11/2007;12.57;99.9;1;A;1;0.644516129;0;0;0;0;158
19/11/2007;42.79;42;2;B;2;0.665333333;0;0;0;0;1831
20/11/2007;40.17;19.9;1;B;1;0.663333333;0;0;0;0;1614
21/11/2007;61.1;29.9;1;B;1;0.378481013;0;0;0;0;3731
22/11/2007;12.73;99.9;1;A;1;0.684246575;0;0;0;0;162
23/11/2007;17.1;42.9;1;A;1;0.612857143;0;0;0;0;292
24/11/2007;14.49;99;1;A;1;0.707142857;0;0;0;0;210
25/11/2007;22.0;84.9;1;A;1;0.606428571;0;0;0;0;483
26/11/2007;32.28;34.9;1;B;1;0.623214286;0;0;0;0;1042
27/11/2007;174.0;36;2;B;1;0.612;0.357022213;0.218497595;0;0;30269
28/11/2007;8.94;129;1;A;1;0.678947368;0;0;0;0;80
29/11/2007;73.32;15.9;1;C;1;0.588888889;0;0;0;0;5376
30/11/2007;19.03;39.9;1;A;1;0.633333333;0;0;0;0;362
01/12/2007;31.3;86;2;A;1;0.638953488;0.362936047;0.231899253;0;0;980
02/12/2007;10.49;102;1;A;1;0.671052632;0;0;0;0;110
03/12/2007;26.06;22.9;1;A;1;0.636111111;0;0;0;0;679
04/12/2007;35.97;69.9;1;B;1;0.607826087;0;0;0;0;1294
05/12/2007;121.65;28.4;2;D;1;0.581666667;0.365;0.212308333;0;0;14799
06/12/2007;20.66;42.9;1;A;1;0.65;0;0;0;0;427
07/12/2007;73.22;28.9;1;C;1;0.498275862;0;0;0;0;5361
08/12/2007;40.34;59.9;1;B;1;0.665555556;0;0;0;0;1627
09/12/2007;19.85;21.9;1;A;1;0.663636364;0;0;0;0;394
10/12/2007;114.54;28.4;2;D;1;0.612280702;0.384210526;0.235244691;0;0;13119
11/12/2007;77.71;72;2;C;1;0.664285714;0.368785714;0.244979082;0;1;6039
12/12/2007;13.71;99;1;A;1;0.634615385;0;0;0;0;188
13/12/2007;8.25;99;1;A;1;0.707142857;0;0;0;0;68
14/12/2007;29.36;62.9;1;A;1;0.546956522;0;0;0;0;862
15/12/2007;29.53;17;2;A;2;0.651724138;0;0;0;0;872
16/12/2007;23.02;42.9;1;A;1;0.66;0;0;0;0;530
17/12/2007;86.3;16;2;C;1;0.585294118;0.343382353;0.200979671;0;0;7443
18/12/2007;40.78;21.9;1;B;1;0.476086957;0;0;0;0;1663
19/12/2007;64.82;69;1;B;1;0.492857143;0;0;0;0;4202
20/12/2007;89.6;27.9;1;C;1;0.489473684;0;0;0;0;8029
21/12/2007;26.81;34.9;1;A;1;0.646296296;0;0;0;0;719
22/12/2007;44.62;28.9;1;B;1;0.489830508;0;0;0;0;1991
23/12/2007;25.92;49.9;1;A;1;0.665333333;0;0;0;0;672
24/12/2007;9.59;99;1;A;1;0.651315789;0;0;0;0;92
25/12/2007;14.32;53.9;1;A;1;0.64939759;0;0;0;0;205
26/12/2007;51.1;34.9;1;B;1;0.612280702;0;0;0;0;2614
27/12/2007;75.91;33.9;1;C;1;0.498529412;0;0;0;0;5762
28/12/2007;48.34;16.9;1;B;1;0.582758621;0;0;0;0;2337
29/12/2007;102.5;30.9;2;D;1;0.57;0.312857143;0.178328571;0;0;10502
30/12/2007;146.94;63;2;A;1;0.654918033;0.383811475;0.251365056;0;0;21592
31/12/2007;19.85;74.9;1;A;1;0.680909091;0;0;0;0;394
02/01/2008;63.5;37.9;1;B;1;0.642372881;0;0;0;0;4036
03/01/2008;88.33;77.4;2;C;1;0.666;0.366;0.243756;0;0;7802
04/01/2008;11.62;112;1;A;1;0.643678161;0;0;0;0;135
05/01/2008;89.96;28.9;2;C;1;0.612280702;0.401754386;0.245986457;0;0;8093
06/01/2008;77.08;37.4;2;C;1;0.625333333;0.372;0.232624;0;0;5941
07/01/2008;11.40;109;1;A;1;0.626436782;0;0;0;0;130
08/01/2008;43.45;22.9;1;B;1;0.636111111;0;0;0;0;1888
09/01/2008;104.80;13.9;1;D;1;0.496428571;0;0;0;0;10984
10/01/2008;117.96;14.4;2;D;1;0.639285714;0.389285714;0.248864796;0;0;13914
11/01/2008;28.09;59;1;A;1;0.513043478;0;0;0;0;789
12/01/2008;31.61;51.9;1;A;1;0.656962025;0;0;0;0;999
13/01/2008;93.2;32.4;2;C;1;0.546575342;0.34109589;0.186434603;0;0;8685
14/01/2008;54.30;14.9;1;B;1;0.513793103;0;0;0;0;2948
15/01/2008;10.63;122;1;A;1;0.701149425;0;0;0;0;113
16/01/2008;21.91;32.9;1;A;1;0.567241379;0;0;0;0;480
17/01/2008;14.63;79.9;1;A;1;0.570714286;0;0;0;0;214
18/01/2008;46.0;74;2;B;1;0.516666667;0.330028736;0.170514847;0;0;2112
19/01/2008;37.42;39.9;1;B;1;0.687931034;0;0;0;0;1400
20/01/2008;119.13;28.4;2;D;1;0.612280702;0.384210526;0.235244691;0;0;14192
21/01/2008;22.4;44.9;1;A;1;0.615068493;0;0;0;0;504
22/01/2008;13.04;99.9;1;A;1;0.666;0;0;0;0;170
23/01/2008;25.83;14.9;1;A;1;0.513793103;0;0;0;0;667
24/01/2008;44.46;79;1;B;1;0.506410256;0;0;0;0;1977
25/01/2008;11.22;99;1;A;1;0.651315789;0;0;0;0;126
26/01/2008;46.89;15.9;1;B;1;0.548275862;0;0;0;0;2199
27/01/2008;20.10;79;1;A;1;0.5;0;0;0;0;404
28/01/2008;73.05;17.9;1;C;1;0.639285714;0;0;0;0;5336
29/01/2008;23.02;29.9;1;A;1;0.636170213;0;0;0;0;530
30/01/2008;11.27;129;1;A;1;0.678947368;0;0;0;0;127
31/01/2008;120.3;25.9;2;D;1;0.5875;0.3375;0.19828125;0;0;14470
01/02/2008;74.19;44;2;C;6;0.57195122;0;0;0;0;5504
02/02/2008;31.13;89;1;A;1;0.5;0;0;0;0;969
03/02/2008;76.80;15.9;1;C;1;0.567857143;0;0;0;0;5898
04/02/2008;5.5;106.9;1;A;1;0.703289474;0;0;0;0;30
05/02/2008;168.43;37.9;1;A;1;0.445882353;0;0;0;0;28368
06/02/2008;61.42;37.5;1;B;1;0.5;0;0;0;0;3772
07/02/2008;69.56;42.9;2;B;1;0.645121951;0.401219512;0.258835515;0;0;4839
08/02/2008;30.17;25.9;1;A;1;0.563043478;0;0;0;0;910
09/02/2008;21.59;46.9;1;A;1;0.601282051;0;0;0;0;466
10/02/2008;14.07;37.9;1;A;1;0.642372881;0;0;0;0;198
11/02/2008;6.6;109.9;1;A;1;0.742567568;0;0;0;0;44
12/02/2008;11.70;74;1;A;1;0.649122807;0;0;0;0;137
13/02/2008;26.42;39.9;1;A;1;0.676271186;0;0;0;0;698
14/02/2008;46.26;34.9;1;B;1;0.623214286;0;0;0;0;2140
15/02/2008;37.34;14.9;1;B;1;0.513793103;0;0;0;0;1394
16/02/2008;60.2;77.4;2;B;1;0.574137931;0.315517241;0.181150416;0;0;3623
17/02/2008;22.98;35.9;1;A;1;0.608474576;0;0;0;0;528
18/02/2008;125.32;81;2;D;1;0.644516129;0.396451613;0.255519459;0;0;15704
19/02/2008;10.49;119;1;A;2;0.683908046;0;0;0;0;110
20/02/2008;109.55;26.9;2;D;1;0.651923077;0.382692308;0.249485947;0;0;12001
21/02/2008;78.00;29.95;1;C;1;0.499166667;0;0;0;0;6084
22/02/2008;23.19;39.9;1;A;1;0.665;0;0;0;0;538
23/02/2008;86.29;13.9;1;C;1;0.496428571;0;0;0;0;7446
24/02/2008;103.44;28.45;2;D;1;0.614035088;0.384210526;0.235918744;0;0;10700
25/02/2008;38.65;64.9;2;B;1;0.570714286;0.356428571;0.203418878;0;0;1494
26/02/2008;50.33;44.9;1;B;1;0.56125;0;0;0;0;2533
27/02/2008;146.43;28.9;1;A;1;0.498275862;0;0;0;0;21443
28/02/2008;50.47;37.4;2;B;1;0.56125;0.37375;0.209767188;0;0;2547
29/02/2008;24.21;79.9;1;A;1;0.665833333;0;0;0;0;586
01/03/2008;70.53;16.9;1;B;1;0.603571429;0;0;0;0;4975
02/03/2008;22.3;39.9;1;A;1;0.546575342;0;0;0;0;499
03/03/2008;171.52;27.4;2;A;1;0.567241379;0.377586207;0.214182521;0;0;29418
04/03/2008;97.40;30.4;2;C;1;0.653448276;0.394827586;0.257999405;0;0;9486
05/03/2008;29.78;42.9;1;A;1;0.587671233;0;0;0;0;887
06/03/2008;63.95;35.4;2;B;1;0.598666667;0.345333333;0.206739556;0;0;4090
07/03/2008;30.4;19.9;1;A;1;0.432608696;0;0;0;0;923
08/03/2008;34.94;89;1;B;1;0.511494253;0;0;0;0;1221
09/03/2008;32.03;49.9;1;B;1;0.665333333;0;0;0;0;1026
10/03/2008;119.83;52.9;1;D;1;0.46;0;0;0;0;14360
11/03/2008;41.15;29.9;1;B;1;0.553703704;0;0;0;0;1693
12/03/2008;98.1;27.9;2;C;1;0.641071429;0.355357143;0.227809311;0;0;9617
13/03/2008;66.91;17.9;1;B;1;0.639285714;0;0;0;0;4477
14/03/2008;92.88;29.95;1;C;1;0.499166667;0;0;0;0;8626
15/03/2008;14.04;104.9;1;A;1;0.690131579;0;0;0;0;197
16/03/2008;80.6;16.9;1;C;1;0.497058824;0;0;0;0;6502
17/03/2008;43.26;79.9;1;B;1;0.551034483;0;0;0;0;1871
18/03/2008;12.65;99.9;1;A;1;0.644516129;0;0;0;0;160
19/03/2008;135.10;42.4;2;D;1;0.645121951;0.38902439;0.250968174;0;0;18252
20/03/2008;30.58;25.9;1;A;1;0.563043478;0;0;0;0;935
21/03/2008;43.83;49.9;1;B;1;0.587058824;0;0;0;0;1921
22/03/2008;48.2;91.4;2;B;1;0.658791209;0.345604396;0.227681138;0;0;2326
23/03/2008;40.53;49.9;1;B;1;0.63164557;0;0;0;0;1643
24/03/2008;20.71;94.9;1;A;1;0.65;0;0;0;0;429
25/03/2008;87.3;16.9;1;C;1;0.625925926;0;0;0;0;7628
26/03/2008;106.24;26.4;2;D;1;0.5875;0.355357143;0.208772321;0;0;11288
27/03/2008;45.17;82.9;1;B;1;0.552666667;0;0;0;0;2040
28/03/2008;38.55;81.95;2;B;1;0.626506024;0.360843373;0.226070547;0;0;1486
29/03/2008;96.6;35.9;2;C;1;0.651388889;0.345833333;0.225271991;0;0;9338
30/03/2008;237.4;18.16;2;D;1;0.520454545;0.305;0.158738636;0;0;56379
31/03/2008;30.22;59.9;1;A;0;0.386451613;0.386451613;0;1;0;913
01/04/2008;202.6;20.9;2;C;1;0.611363636;0.338636364;0.207029959;0;0;41039
02/04/2008;34.5;79.9;1;B;1;0.512179487;0;0;0;0;1192
03/04/2008;29.14;74.9;1;A;1;0.499333333;0;0;0;0;849
04/04/2008;17.2;39.9;1;A;1;0.57;0;0;0;0;296
05/04/2008;97.72;25.9;1;C;1;0.507843137;0;0;0;0;9550
06/04/2008;124.0;35.9;1;D;1;0.478666667;0;0;0;0;15377
07/04/2008;9.80;140;1;A;1;0.804597701;0;0;0;0;96
08/04/2008;37.75;49.9;1;B;1;0.63974359;0;0;0;0;1425
09/04/2008;42.52;27.9;1;B;1;0.489473684;0;0;0;0;1808
10/04/2008;53.51;20.4;2;B;1;0.541304348;0.345652174;0.187103025;0;0;2863
11/04/2008;31.1;48.9;1;A;1;0.669863014;0;0;0;0;968
12/04/2008;76.3;29.9;1;C;1;0.46;0;0;0;0;5816
13/04/2008;45.13;32.9;1;B;1;0.567241379;0;0;0;0;2037
14/04/2008;27.39;39.9;1;A;1;0.486585366;0;0;0;0;750
15/04/2008;32.0;19;2;B;2;0.585294118;0;0;0;0;1024
16/04/2008;52.73;34.9;1;B;1;0.612280702;0;0;0;0;2780
17/04/2008;59.34;59.9;1;B;1;0.499166667;0;0;0;0;3521
18/04/2008;21.5;52.9;1;A;1;0.696052632;0;0;0;0;461
